cod_BCN,year,muni_string,cut02,cut82,cut92,gini,fgt0
12101.0,2017.0,Punta Arenas,12101,590,12101,0.3672022939302068,0.02074918
12102.0,1982.0,Laguna Blanca,12102,592,12102,0.6090294,0.1274358
12102.0,1992.0,Laguna Blanca,12102,592,12102,0.69301915,0.17053523
12102.0,2002.0,Laguna Blanca,12102,592,12102,0.6133319,0.0659193
12102.0,2017.0,Laguna Blanca,12102,592,12102,0.44312558159131604,0.02925657
12103.0,1982.0,Río Verde,12103,591,12103,0.6032189,0.126284
12103.0,1992.0,Río Verde,12103,591,12103,0.66085325,0.05236514
12103.0,2002.0,Río Verde,12103,591,12103,0.62410663,0.05067696
12103.0,2017.0,Río Verde,12103,591,12103,0.45728444736749796,0.00715318
12104.0,1982.0,San Gregorio,12104,593,12104,0.6093495,0.1141503
12104.0,1992.0,San Gregorio,12104,593,12104,0.66707226,0.07086622
12104.0,2002.0,San Gregorio,12104,593,12104,0.59990394,0.05853444
12104.0,2017.0,San Gregorio,12104,593,12104,0.398367234772103,0.01344931
12201.0,1982.0,Cabo de Hornos,12201,600,12201,0.60276,0.2893793
12201.0,1992.0,Cabo de Hornos,12201,600,12201,0.60980724,0.2913603
12201.0,2002.0,Cabo de Hornos,12201,600,12201,0.59419747,0.1198861
12201.0,2017.0,Cabo de Hornos,12201,600,12201,0.3660842568284828,0.02946632
12202.0,1982.0,Antártica,12202,601,12202,,
12202.0,1992.0,Antártica,12202,601,12202,0.55617205,0.09494901
12202.0,2002.0,Antártica,12202,601,12202,0.54192799,0.01742059
12202.0,2017.0,Antártica,12202,601,12202,0.2903937682093732,33.74999999999999
12301.0,1982.0,Porvenir,12301,595,12301,0.6055699,0.3727156
12301.0,1992.0,Porvenir,12301,595,12301,0.67626107,0.27537404
12301.0,2002.0,Porvenir,12301,595,12301,0.62106746,0.10899779
12301.0,2017.0,Porvenir,12301,595,12301,0.3778198799816317,0.02104077
12302.0,1982.0,Primavera,12302,596,12302,0.608799,0.073025
12302.0,1992.0,Primavera,12302,596,12302,0.62452481,0.07714854
12302.0,2002.0,Primavera,12302,596,12302,0.60577563,0.06500497
12302.0,2017.0,Primavera,12302,596,12302,0.43733726546165913,0.0232769
12303.0,1982.0,Timaukel,12303,597,12303,0.5919572,0.1472406
12303.0,1992.0,Timaukel,12303,597,12303,0.68043259,0.20844279
12303.0,2002.0,Timaukel,12303,597,12303,0.57955655,0.05010107
12303.0,2017.0,Timaukel,12303,597,12303,0.4364562017237828,0.00403033
12401.0,1982.0,Natales,12401,585,12401,0.618533,0.53729
12401.0,1992.0,Natales,12401,585,12401,0.62721304,0.3279684
12401.0,2002.0,Natales,12401,585,12401,0.61560817,0.15901227
12401.0,2017.0,Natales,12401,585,12401,0.3743154192863333,0.02325635
12402.0,1982.0,Torres del Paine,12402,586,12402,0.5934682,0.1395399
12402.0,1992.0,Torres del Paine,12402,586,12402,0.6414668,0.06143488
12402.0,2002.0,Torres del Paine,12402,586,12402,0.59718794,0.05550188
12402.0,2017.0,Torres del Paine,12402,586,12402,0.43409989225410717,0.00317063
13101.0,1982.0,Santiago,13101,605,13101,0.6148095,0.4120666
13101.0,1992.0,Santiago,13101,605,13101,0.64902589,0.19405277
13101.0,2002.0,Santiago,13101,605,13101,0.62294158,0.07615803
13101.0,2017.0,Santiago,13101,605,13101,0.40879861142685914,0.04084826
13102.0,1982.0,Cerrillos,13102,629,13102,0.5833079,0.5208768
13102.0,1992.0,Cerrillos,13102,629,13102,0.6381945,0.33621255
13102.0,2002.0,Cerrillos,13102,629,13102,0.61252173,0.15559478
13102.0,2017.0,Cerrillos,13102,629,13102,0.3675441409004458,0.06476164
13103.0,1982.0,Cerro Navia,13103,634,13103,0.5653915,0.6539543
13103.0,1992.0,Cerro Navia,13103,634,13103,0.61677746,0.40703427
13103.0,2002.0,Cerro Navia,13103,634,13103,0.59341878,0.20135567
13103.0,2017.0,Cerro Navia,13103,634,13103,0.3561086101036867,0.07585763
13104.0,1982.0,Conchalí,13104,607,13104,0.5844129,0.5684121
13104.0,1992.0,Conchalí,13104,607,13104,0.62250841,0.34525274
13104.0,2002.0,Conchalí,13104,607,13104,0.60089323,0.16105049
13104.0,2017.0,Conchalí,13104,607,13104,0.3630921257762262,0.07432021
13105.0,1982.0,El Bosque,13105,625,13105,0.5949355,0.5850971
13105.0,1992.0,El Bosque,13105,625,13105,0.62574368,0.36477142
13105.0,2002.0,El Bosque,13105,625,13105,0.60507414,0.18834758
13105.0,2017.0,El Bosque,13105,625,13105,0.3618385559162079,0.09584064
13106.0,1982.0,Estación Central,13106,628,13106,0.5929094,0.5252522
13106.0,1992.0,Estación Central,13106,628,13106,0.6372345,0.30011568
13106.0,2002.0,Estación Central,13106,628,13106,0.61090955,0.12738152
13106.0,2017.0,Estación Central,13106,628,13106,0.3872107374775706,0.05806934
13107.0,1982.0,Huechuraba,13107,608,13107,0.5801581,0.6660829
13107.0,1992.0,Huechuraba,13107,608,13107,0.61418984,0.37974629
13107.0,2002.0,Huechuraba,13107,608,13107,0.63224627,0.16836046
13107.0,2017.0,Huechuraba,13107,608,13107,0.38392027004707435,0.05638061
13108.0,1982.0,Independencia,13108,606,13108,0.5985667,0.4484131
13108.0,1992.0,Independencia,13108,606,13108,0.63122072,0.25128043
13108.0,2002.0,Independencia,13108,606,13108,0.60656025,0.12678131
13108.0,2017.0,Independencia,13108,606,13108,0.3782109713261525,0.08502842
13109.0,1982.0,La Cisterna,13109,624,13109,0.5993416,0.461255
13109.0,1992.0,La Cisterna,13109,624,13109,0.63713907,0.26984486
13109.0,2002.0,La Cisterna,13109,624,13109,0.61327159,0.11901361
13109.0,2017.0,La Cisterna,13109,624,13109,0.37225514318202263,0.06596486
13110.0,1982.0,La Florida,13110,618,13110,0.5966749,0.4933593
13110.0,1992.0,La Florida,13110,618,13110,0.62534554,0.28297509
13110.0,2002.0,La Florida,13110,618,13110,0.61272468,0.12138372
13110.0,2017.0,La Florida,13110,618,13110,0.371383267297283,0.04498058
13111.0,1982.0,La Granja,13111,620,13111,0.5795658,0.6122828
13111.0,1992.0,La Granja,13111,620,13111,0.61566603,0.37532061
13111.0,2002.0,La Granja,13111,620,13111,0.59608781,0.18951685
13111.0,2017.0,La Granja,13111,620,13111,0.3608669098259356,0.04751198
13112.0,1982.0,La Pintana,13112,621,13112,0.5850836,0.6681876
13112.0,1992.0,La Pintana,13112,621,13112,0.60459452,0.40887838
13112.0,2002.0,La Pintana,13112,621,13112,0.59246778,0.22218335
13112.0,2017.0,La Pintana,13112,621,13112,0.3576440497550638,0.14142132
13113.0,1982.0,La Reina,13113,615,13113,0.618863,0.2641179
13113.0,1992.0,La Reina,13113,615,13113,0.64276161,0.12063965
13113.0,2002.0,La Reina,13113,615,13113,0.62158182,0.04439476
13113.0,2017.0,La Reina,13113,615,13113,0.3917503998240127,0.00985902
13114.0,1982.0,Las Condes,13114,613,13114,0.6095642,0.1411817
13114.0,1992.0,Las Condes,13114,613,13114,0.64413914,0.08330434
13114.0,2002.0,Las Condes,13114,613,13114,0.60808347,0.02118711
13114.0,2017.0,Las Condes,13114,613,13114,0.4064513718562448,0.00190685
13115.0,1982.0,Lo Barnechea,13115,612,13115,0.6550017,0.5247481
13115.0,1992.0,Lo Barnechea,13115,612,13115,0.67936653,0.20570656
13115.0,2002.0,Lo Barnechea,13115,612,13115,0.63846727,0.04882693
13115.0,2017.0,Lo Barnechea,13115,612,13115,0.3945521865050646,0.02842101
13116.0,1982.0,Lo Espejo,13116,627,13116,0.571321,0.6225296
13116.0,1992.0,Lo Espejo,13116,627,13116,0.61679447,0.39465299
13116.0,2002.0,Lo Espejo,13116,627,13116,0.59073252,0.20632237
13116.0,2017.0,Lo Espejo,13116,627,13116,0.3572843079928112,0.06686568
13117.0,1982.0,Lo Prado,13117,632,13117,0.5875851,0.5744293
13117.0,1992.0,Lo Prado,13117,632,13117,0.62575018,0.31422053
13117.0,2002.0,Lo Prado,13117,632,13117,0.60303005,0.15979788
13117.0,2017.0,Lo Prado,13117,632,13117,0.36197635100570236,0.05778872
13118.0,1982.0,Macul,13118,616,13118,0.6114283,0.4405894
13118.0,1992.0,Macul,13118,616,13118,0.63827568,0.2366241
13118.0,2002.0,Macul,13118,616,13118,0.61765527,0.09757716
13118.0,2017.0,Macul,13118,616,13118,0.37970075210810145,0.07454475
13119.0,1982.0,Maipú,13119,630,13119,0.5951427,0.4735779
13119.0,1992.0,Maipú,13119,630,13119,0.61563528,0.26194881
13119.0,2002.0,Maipú,13119,630,13119,0.60009532,0.11871866
13119.0,2017.0,Maipú,13119,630,13119,0.35760668931380885,0.02569542
13120.0,1982.0,Ñuñoa,13120,614,13120,0.6188646,0.2809245
13120.0,1992.0,Ñuñoa,13120,614,13120,0.63253603,0.1279758
13120.0,2002.0,Ñuñoa,13120,614,13120,0.61160345,0.04988627
13120.0,2017.0,Ñuñoa,13120,614,13120,0.389552601957374,0.00898452
13121.0,1982.0,Pedro Aguirre Cerda,13121,626,13121,0.5794429,0.5600354
13121.0,1992.0,Pedro Aguirre Cerda,13121,626,13121,0.62576506,0.32853712
13121.0,2002.0,Pedro Aguirre Cerda,13121,626,13121,0.59887531,0.16135029
13121.0,2017.0,Pedro Aguirre Cerda,13121,626,13121,0.3620722518662907,0.06211479
13122.0,1982.0,Peñalolén,13122,617,13122,0.6015942,0.6314315
13122.0,1992.0,Peñalolén,13122,617,13122,0.62779759,0.35270204
13122.0,2002.0,Peñalolén,13122,617,13122,0.63129607,0.14277219
13122.0,2017.0,Peñalolén,13122,617,13122,0.37700401592486654,0.04369371
13123.0,1982.0,Providencia,13123,610,13123,0.6136642,0.1466078
13123.0,1992.0,Providencia,13123,610,13123,0.6397382,0.06023819
13123.0,2002.0,Providencia,13123,610,13123,0.60837747,0.0202333
13123.0,2017.0,Providencia,13123,610,13123,0.4094706471330105,0.00431632
13124.0,1982.0,Pudahuel,13124,633,13124,0.5535538,0.6191295
13124.0,1992.0,Pudahuel,13124,633,13124,0.61444546,0.36049003
13124.0,2002.0,Pudahuel,13124,633,13124,0.60242186,0.16228992
13124.0,2017.0,Pudahuel,13124,633,13124,0.3602028868251802,0.08245532
13125.0,1982.0,Quilicura,13125,636,13125,0.6003879,0.5991415
13125.0,1992.0,Quilicura,13125,636,13125,0.61816734,0.36623563
13125.0,2002.0,Quilicura,13125,636,13125,0.60640604,0.14203551
13125.0,2017.0,Quilicura,13125,636,13125,0.35802348128583117,0.05682917
13126.0,1982.0,Quinta Normal,13126,631,13126,0.5948488,0.5374113
13126.0,1992.0,Quinta Normal,13126,631,13126,0.63326324,0.30446006
13126.0,2002.0,Quinta Normal,13126,631,13126,0.60470096,0.1472899
13126.0,2017.0,Quinta Normal,13126,631,13126,0.3663591011010991,0.0372703
13127.0,1982.0,Recoleta,13127,609,13127,0.6026267,0.5540634
13127.0,1992.0,Recoleta,13127,609,13127,0.6381232,0.32007406
13127.0,2002.0,Recoleta,13127,609,13127,0.61167977,0.16508584
13127.0,2017.0,Recoleta,13127,609,13127,0.3850664141926056,0.06894474
13128.0,1982.0,Renca,13128,635,13128,0.5771797,0.6186006
13128.0,1992.0,Renca,13128,635,13128,0.61622561,0.37188332
13128.0,2002.0,Renca,13128,635,13128,0.59718975,0.18573442
13128.0,2017.0,Renca,13128,635,13128,0.3586697630887209,0.03729648
13129.0,1982.0,San Joaquín,13129,619,13129,0.5946165,0.533543
13129.0,1992.0,San Joaquín,13129,619,13129,0.62504839,0.29850522
13129.0,2002.0,San Joaquín,13129,619,13129,0.60460023,0.14013082
13129.0,2017.0,San Joaquín,13129,619,13129,0.3674886201516975,0.05238959
13130.0,1982.0,San Miguel,13130,623,13130,0.6197917,0.4234565
13130.0,1992.0,San Miguel,13130,623,13130,0.64862746,0.22698603
13130.0,2002.0,San Miguel,13130,623,13130,0.62296788,0.09033798
13130.0,2017.0,San Miguel,13130,623,13130,0.380541784263569,0.04846963
13131.0,1982.0,San Ramón,13131,622,13131,0.5771497,0.6335117
13131.0,1992.0,San Ramón,13131,622,13131,0.62142157,0.38715379
13131.0,2002.0,San Ramón,13131,622,13131,0.59947766,0.18000541
13131.0,2017.0,San Ramón,13131,622,13131,0.3598357891195692,0.04602968
13132.0,1982.0,Vitacura,13132,611,13132,0.6000531,0.1054448
13132.0,1992.0,Vitacura,13132,611,13132,0.62311487,0.04542588
13132.0,2002.0,Vitacura,13132,611,13132,0.59946154,0.00898156
13132.0,2017.0,Vitacura,13132,611,13132,0.4217883893871043,0.00134706
13201.0,1982.0,Puente Alto,13201,645,13201,0.5927958,0.6133231
13201.0,1992.0,Puente Alto,13201,645,13201,0.61617493,0.3172213
13201.0,2002.0,Puente Alto,13201,645,13201,0.60196782,0.13660187
13201.0,2017.0,Puente Alto,13201,645,13201,0.36013227024349176,0.07293881
13202.0,1982.0,Pirque,13202,647,13202,0.6216282,0.4454155
13202.0,1992.0,Pirque,13202,647,13202,0.65698579,0.28621486
13202.0,2002.0,Pirque,13202,647,13202,0.65305418,0.11010018
13202.0,2017.0,Pirque,13202,647,13202,0.43587467338579067,0.04745061
13203.0,1982.0,San José de Maipo,13203,646,13203,0.6261775,0.5520276
13203.0,1992.0,San José de Maipo,13203,646,13203,0.67471017,0.36479102
13203.0,2002.0,San José de Maipo,13203,646,13203,0.64190285,0.13670467
13203.0,2017.0,San José de Maipo,13203,646,13203,0.4193950395256964,0.05990317
13301.0,1982.0,Colina,13301,640,13301,0.5544729,0.572952
13301.0,1992.0,Colina,13301,640,13301,0.62382095,0.33520029
13301.0,2002.0,Colina,13301,640,13301,0.65111729,0.18976802
13301.0,2017.0,Colina,13301,640,13301,0.44982118514129626,0.06395853
13302.0,1982.0,Lampa,13302,641,13302,0.5641381,0.5885394
13302.0,1992.0,Lampa,13302,641,13302,0.63491512,0.37087365
13302.0,2002.0,Lampa,13302,641,13302,0.63875603,0.20228047
13302.0,2017.0,Lampa,13302,641,13302,0.4022313952080415,0.03607469
13303.0,1982.0,Tiltil,13303,642,13303,0.6050098,0.4970064
13303.0,1992.0,Tiltil,13303,642,13303,0.63408544,0.33183891
13303.0,2002.0,Tiltil,13303,642,13303,0.60356508,0.16550337
13303.0,2017.0,Tiltil,13303,642,13303,0.3950145892122327,0.0679488
13401.0,1982.0,San Bernardo,13401,650,13401,0.5949077,0.6283776
13401.0,1992.0,San Bernardo,13401,650,13401,0.63332963,0.32784825
13401.0,2002.0,San Bernardo,13401,650,13401,0.618666,0.17167677
13401.0,2017.0,San Bernardo,13401,650,13401,0.3735220730364777,0.09424567
13402.0,1982.0,Buin,13402,651,13402,0.548997,0.5902529
13402.0,1992.0,Buin,13402,651,13402,0.64632479,0.37360091
13402.0,2002.0,Buin,13402,651,13402,0.62788687,0.18020258
13402.0,2017.0,Buin,13402,651,13402,0.38682765392727847,0.08040875
13403.0,1982.0,Calera de Tango,13403,653,13403,0.5505235,0.5260054
13403.0,1992.0,Calera de Tango,13403,653,13403,0.64598883,0.28111354
13403.0,2002.0,Calera de Tango,13403,653,13403,0.66744697,0.11740526
13403.0,2017.0,Calera de Tango,13403,653,13403,0.450313848199422,0.03529564
13404.0,1982.0,Paine,13404,652,13404,0.5810848,0.5869437
13404.0,1992.0,Paine,13404,652,13404,0.63333291,0.34635097
13404.0,2002.0,Paine,13404,652,13404,0.62221757,0.16554789
13404.0,2017.0,Paine,13404,652,13404,0.4048371650345921,0.04239802
13501.0,1982.0,Melipilla,13501,660,13501,0.5947171,0.5232326
13501.0,1992.0,Melipilla,13501,660,13501,0.64129072,0.36220773
13501.0,2002.0,Melipilla,13501,660,13501,0.62126622,0.16887163
13501.0,2017.0,Melipilla,13501,660,13501,0.37762502084459526,0.05167612
13502.0,1982.0,Alhué,13502,663,13502,0.6178035,0.5298697
13502.0,1992.0,Alhué,13502,663,13502,0.62380842,0.32719439
13502.0,2002.0,Alhué,13502,663,13502,0.6058476,0.20780737
13502.0,2017.0,Alhué,13502,663,13502,0.3775646133258486,0.06712937
13503.0,1982.0,Curacaví,13503,662,13503,0.6054254,0.5238749
13503.0,1992.0,Curacaví,13503,662,13503,0.64473793,0.34914334
13503.0,2002.0,Curacaví,13503,662,13503,0.63507859,0.17344557
13503.0,2017.0,Curacaví,13503,662,13503,0.41245660972217907,0.07438832
13504.0,1982.0,María Pinto,13504,661,13504,0.5988985,0.4647852
13504.0,1992.0,María Pinto,13504,661,13504,0.62038569,0.35626457
13504.0,2002.0,María Pinto,13504,661,13504,0.5994467,0.19258635
13504.0,2017.0,María Pinto,13504,661,13504,0.38513761309976224,0.10800503
13505.0,1982.0,San Pedro,13505,664,13505,0.6010715,0.4677532
13505.0,1992.0,San Pedro,13505,664,13505,0.62078812,0.35589187
13505.0,2002.0,San Pedro,13505,664,13505,0.59923207,0.15924694
13505.0,2017.0,San Pedro,13505,664,13505,0.3624081549446547,0.09271245
13601.0,1982.0,Talagante,13601,670,13601,0.6030748,0.9817968
13601.0,1992.0,Talagante,13601,670,13601,0.63683784,0.32765691
13601.0,2002.0,Talagante,13601,670,13601,0.63554865,0.16402715
13601.0,2017.0,Talagante,13601,670,13601,0.42136540465952926,0.0370787
13602.0,1982.0,El Monte,13602,673,13602,0.5861337,0.9791208
13602.0,1992.0,El Monte,13602,673,13602,0.64151215,0.36133985
13602.0,2002.0,El Monte,13602,673,13602,0.61261103,0.19210589
13602.0,2017.0,El Monte,13602,673,13602,0.3733804891048109,0.08728387
13603.0,1982.0,Isla de Maipo,13603,672,13603,0.6175246,0.9913813
13603.0,1992.0,Isla de Maipo,13603,672,13603,0.64221675,0.4165262
13603.0,2002.0,Isla de Maipo,13603,672,13603,0.62203265,0.18814288
13603.0,2017.0,Isla de Maipo,13603,672,13603,0.39198837074708626,0.08332956
13604.0,1982.0,Padre Hurtado,13604,671,13605,0.5892185,0.9796345
13604.0,1992.0,Padre Hurtado,13604,671,13605,0.62715915,0.40438497
13604.0,2002.0,Padre Hurtado,13604,671,13605,0.60925591,0.17346491
13604.0,2017.0,Padre Hurtado,13604,671,13605,0.37488777847220484,0.08775394
13605.0,1982.0,Peñaflor,13605,671,13605,0.5892185,0.9796345
13605.0,1992.0,Peñaflor,13605,671,13605,0.63024618,0.32523726
13605.0,2002.0,Peñaflor,13605,671,13605,0.61659869,0.15609624
13605.0,2017.0,Peñaflor,13605,671,13605,0.37736256129143536,0.04890097
14101.0,1982.0,Valdivia,10501,510,10501,0.6082935,0.6476231
14101.0,1992.0,Valdivia,10501,510,10501,0.63967171,0.35819711
14101.0,2002.0,Valdivia,10501,510,10501,0.63842371,0.16896067
14101.0,2017.0,Valdivia,10501,510,10501,0.38548572191013347,0.07639297
14102.0,1982.0,Corral,10502,515,10502,0.5953032,0.6805819
14102.0,1992.0,Corral,10502,515,10502,0.62257543,0.40391651
14102.0,2002.0,Corral,10502,515,10502,0.61775633,0.26343
14102.0,2017.0,Corral,10502,515,10502,0.35403903547670756,0.23147843
14103.0,1982.0,Lanco,10506,512,10506,0.622588,0.7059976
14103.0,1992.0,Lanco,10506,512,10506,0.62749617,0.36585038
14103.0,2002.0,Lanco,10506,512,10506,0.61920622,0.25916113
14103.0,2017.0,Lanco,10506,512,10506,0.3756324187395713,0.19184744
14104.0,1982.0,Los Lagos,10507,513,10507,0.6198729,0.6739492
14104.0,1992.0,Los Lagos,10507,513,10507,0.63949931,0.35870706
14104.0,2002.0,Los Lagos,10507,513,10507,0.61441361,0.24950081
14104.0,2017.0,Los Lagos,10507,513,10507,0.38260092393874734,0.15490136
14105.0,1982.0,Máfil,10508,516,10508,0.6136667,0.6517915
14105.0,1992.0,Máfil,10508,516,10508,0.6435178,0.33534428
14105.0,2002.0,Máfil,10508,516,10508,0.61865167,0.21977
14105.0,2017.0,Máfil,10508,516,10508,0.37260439590672606,0.12555116
14106.0,1982.0,Mariquina,10509,511,10509,0.6107145,0.660997
14106.0,1992.0,Mariquina,10509,511,10509,0.62852915,0.30972872
14106.0,2002.0,Mariquina,10509,511,10509,0.62294866,0.24760672
14106.0,2017.0,Mariquina,10509,511,10509,0.3937244470265239,0.15628272
14107.0,1982.0,Paillaco,10510,519,10510,0.6205591,0.6677732
14107.0,1992.0,Paillaco,10510,519,10510,0.64262063,0.36847849
14107.0,2002.0,Paillaco,10510,519,10510,0.60935404,0.25450505
14107.0,2017.0,Paillaco,10510,519,10510,0.37243503749709383,0.19127224
14108.0,1982.0,Panguipulli,10511,517,10511,0.6276035,0.696174
14108.0,1992.0,Panguipulli,10511,517,10511,0.63453005,0.34079389
14108.0,2002.0,Panguipulli,10511,517,10511,0.63068009,0.25029769
14108.0,2017.0,Panguipulli,10511,517,10511,0.3873151914143326,0.14695453
14201.0,1982.0,La Unión,10504,518,10504,0.6310129,0.6571527
14201.0,1992.0,La Unión,10504,518,10504,0.63841422,0.35172304
14201.0,2002.0,La Unión,10504,518,10504,0.6272041,0.21462032
14201.0,2017.0,La Unión,10504,518,10504,0.3794572667119679,0.1334944
14202.0,1982.0,Futrono,10503,514,10503,0.6200433,0.6875875
14202.0,1992.0,Futrono,10503,514,10503,0.63631718,0.34335013
14202.0,2002.0,Futrono,10503,514,10503,0.62589047,0.27541991
14202.0,2017.0,Futrono,10503,514,10503,0.3845615292754632,0.14073058
14203.0,1982.0,Lago Ranco,10505,521,10505,0.5998424,0.6753866
14203.0,1992.0,Lago Ranco,10505,521,10505,0.61527406,0.29437862
14203.0,2002.0,Lago Ranco,10505,521,10505,0.61686042,0.27419552
14203.0,2017.0,Lago Ranco,10505,521,10505,0.3812691257153378,0.14616602
14204.0,1982.0,Río Bueno,10512,520,10512,0.6268879,0.6469144
14204.0,1992.0,Río Bueno,10512,520,10512,0.64733732,0.32297682
14204.0,2002.0,Río Bueno,10512,520,10512,0.63186164,0.25117976
14204.0,2017.0,Río Bueno,10512,520,10512,0.3858428369849856,0.16441624
15101.0,1982.0,Arica,1201,201,1201,0.6185104,0.9902816
15101.0,1992.0,Arica,1201,201,1201,0.63521862,0.50721004
15101.0,2002.0,Arica,1201,201,1201,0.62262112,0.18112023
15101.0,2017.0,Arica,1201,201,1201,0.3670146350088352,0.08343243
15102.0,1982.0,Camarones,1202,202,1202,0.6431535,1.0
15102.0,1992.0,Camarones,1202,202,1202,0.68560087,0.35235398
15102.0,2002.0,Camarones,1202,202,1202,0.63085135,0.16651163
15102.0,2017.0,Camarones,1202,202,1202,0.4587979608292837,0.08799863
15201.0,1982.0,Putre,1301,205,1301,0.618731,0.4881554
15201.0,1992.0,Putre,1301,205,1301,0.67909789,0.48733275
15201.0,2002.0,Putre,1301,205,1301,0.80675176,0.57201056
15201.0,2017.0,Putre,1301,205,1301,0.46086613599205306,0.14501979
15202.0,1982.0,General Lagos,1302,206,1302,0.6219887,0.4931641
15202.0,1992.0,General Lagos,1302,206,1302,0.67294872,0.49857222
15202.0,2002.0,General Lagos,1302,206,1302,0.63795034,0.21013023
15202.0,2017.0,General Lagos,1302,206,1302,0.5166131750440031,0.20996549
16101.0,1982.0,Chillán,8401,415,8401,0.6293258,0.6026158
16101.0,1992.0,Chillán,8401,415,8401,0.6464612,0.41406275
16101.0,2002.0,Chillán,8401,415,8401,0.63951492,0.21550644
16101.0,2017.0,Chillán,8401,415,8401,0.3946876132229896,0.11666087
16102.0,1982.0,Bulnes,8402,425,8402,0.6148178,0.6118466
16102.0,1992.0,Bulnes,8402,425,8402,0.642964,0.4640873
16102.0,2002.0,Bulnes,8402,425,8402,0.61514057,0.25699954
16102.0,2017.0,Bulnes,8402,425,8402,0.3730183203168638,0.14880693
16103.0,1982.0,Chillán Viejo,8406,415,8401,0.6293258,0.6026158
16103.0,1992.0,Chillán Viejo,8406,415,8401,0.64809023,0.40310981
16103.0,2002.0,Chillán Viejo,8406,415,8401,0.62322532,0.22419278
16103.0,2017.0,Chillán Viejo,8406,415,8401,0.3749633847807473,0.19102634
16104.0,1982.0,El Carmen,8407,422,8407,0.594349,0.6152332
16104.0,1992.0,El Carmen,8407,422,8407,0.62799791,0.38635798
16104.0,2002.0,El Carmen,8407,422,8407,0.60813051,0.23664796
16104.0,2017.0,El Carmen,8407,422,8407,0.35381653982627936,0.28766531
16105.0,1982.0,Pemuco,8410,424,8410,0.6043736,0.6496016
16105.0,1992.0,Pemuco,8410,424,8410,0.63204838,0.51026397
16105.0,2002.0,Pemuco,8410,424,8410,0.59207954,0.28599405
16105.0,2017.0,Pemuco,8410,424,8410,0.36665740019989007,0.23840729
16106.0,1982.0,Pinto,8411,420,8411,0.6043966,0.5900562
16106.0,1992.0,Pinto,8411,420,8411,0.6382279,0.45352338
16106.0,2002.0,Pinto,8411,420,8411,0.60545401,0.28575785
16106.0,2017.0,Pinto,8411,420,8411,0.3739712445113775,0.25063218
16107.0,1982.0,Quillón,8413,426,8413,0.6110561,0.5836762
16107.0,1992.0,Quillón,8413,426,8413,0.64629917,0.45399523
16107.0,2002.0,Quillón,8413,426,8413,0.60846919,0.26600881
16107.0,2017.0,Quillón,8413,426,8413,0.3795841015312034,0.16656863
16108.0,1982.0,San Ignacio,8418,421,8418,0.5959432,0.6062331
16108.0,1992.0,San Ignacio,8418,421,8418,0.63313695,0.36838671
16108.0,2002.0,San Ignacio,8418,421,8418,0.5967955,0.27745831
16108.0,2017.0,San Ignacio,8418,421,8418,0.3502665976691426,0.24871311
16109.0,1982.0,Yungay,8421,423,8421,0.6283662,0.6302402
16109.0,1992.0,Yungay,8421,423,8421,0.63861688,0.42136043
16109.0,2002.0,Yungay,8421,423,8421,0.62153008,0.22544457
16109.0,2017.0,Yungay,8421,423,8421,0.38870470924248934,0.19379242
16201.0,1982.0,Quirihue,8414,432,8414,0.6032706,0.6173864
16201.0,1992.0,Quirihue,8414,432,8414,0.64352698,0.43009418
16201.0,2002.0,Quirihue,8414,432,8414,0.62394303,0.28319008
16201.0,2017.0,Quirihue,8414,432,8414,0.36272895254374254,0.18259972
16202.0,1982.0,Cobquecura,8403,431,8403,0.6022542,0.5794078
16202.0,1992.0,Cobquecura,8403,431,8403,0.64287746,0.39400888
16202.0,2002.0,Cobquecura,8403,431,8403,0.62235219,0.22404907
16202.0,2017.0,Cobquecura,8403,431,8403,0.3849234025767528,0.34175233
16203.0,1982.0,Coelemu,8404,429,8404,0.6320536,0.6485112
16203.0,1992.0,Coelemu,8404,429,8404,0.63717207,0.43177423
16203.0,2002.0,Coelemu,8404,429,8404,0.61784247,0.25412544
16203.0,2017.0,Coelemu,8404,429,8404,0.3713650595176201,0.18277766
16204.0,1982.0,Ninhue,8408,433,8408,0.5934625,0.5997332
16204.0,1992.0,Ninhue,8408,433,8408,0.61243564,0.4326531
16204.0,2002.0,Ninhue,8408,433,8408,0.59978052,0.35377197
16204.0,2017.0,Ninhue,8408,433,8408,0.35409210234987076,0.25342266
16205.0,1982.0,Portezuelo,8412,428,8412,0.5980919,0.6019354
16205.0,1992.0,Portezuelo,8412,428,8412,0.6378108,0.43516067
16205.0,2002.0,Portezuelo,8412,428,8412,0.6211333,0.31732255
16205.0,2017.0,Portezuelo,8412,428,8412,0.3637344353588052,0.18694311
16206.0,1982.0,Ránquil,8415,427,8415,0.5917165,0.5528221
16206.0,1992.0,Ránquil,8415,427,8415,0.63475332,0.39142546
16206.0,2002.0,Ránquil,8415,427,8415,0.60297625,0.24079744
16206.0,2017.0,Ránquil,8415,427,8415,0.37046716501061316,0.09504346
16207.0,1982.0,Treguaco,8420,430,8420,0.5964102,0.6041082
16207.0,1992.0,Treguaco,8420,430,8420,0.63527551,0.41153944
16207.0,2002.0,Treguaco,8420,430,8420,0.60276891,0.32458961
16207.0,2017.0,Treguaco,8420,430,8420,0.35544976601091316,0.2058784
16301.0,1982.0,San Carlos,8416,416,8416,0.6198382,0.5981066
