cut2026,year,muni_string,cut82,cut92,cut02,gini,fgt0
7202,2017,Chanco,412,7202,7202,0.3493399976377308,0.20374063
7203,1982,Pelluhue,411,7203,7203,0.6214436,0.5706183
7203,1992,Pelluhue,411,7203,7203,0.624653,0.42525876
7203,2002,Pelluhue,411,7203,7203,0.62242636,0.25317288
7203,2017,Pelluhue,411,7203,7203,0.3732178686728697,0.19376692
7301,1982,Curicó,380,7301,7301,0.6286762,0.5596728
7301,1992,Curicó,380,7301,7301,0.66267756,0.33447959
7301,2002,Curicó,380,7301,7301,0.63444734,0.17535052
7301,2017,Curicó,380,7301,7301,0.3788738474992064,0.09851311
7302,1982,Hualañé,385,7302,7302,0.6262892,0.6345986
7302,1992,Hualañé,385,7302,7302,0.65506287,0.39812522
7302,2002,Hualañé,385,7302,7302,0.62564739,0.26078195
7302,2017,Hualañé,385,7302,7302,0.3685347002116026,0.21385008
7303,1982,Licantén,386,7303,7303,0.63019,0.6079996
7303,1992,Licantén,386,7303,7303,0.64766393,0.44465713
7303,2002,Licantén,386,7303,7303,0.62267185,0.22722152
7303,2017,Licantén,386,7303,7303,0.3567813743261826,0.23263637
7304,1982,Molina,383,7304,7304,0.6085803,0.5977036
7304,1992,Molina,383,7304,7304,0.63197196,0.4596928
7304,2002,Molina,383,7304,7304,0.61113229,0.22277145
7304,2017,Molina,383,7304,7304,0.3580062537804167,0.13050635
7305,1982,Rauco,388,7305,7305,0.5965614,0.5988249
7305,1992,Rauco,388,7305,7305,0.6434434,0.454879
7305,2002,Rauco,388,7305,7305,0.61435906,0.23427795
7305,2017,Rauco,388,7305,7305,0.358257618190456,0.18138953
7306,1982,Romeral,382,7306,7306,0.6195874,0.529069
7306,1992,Romeral,382,7306,7306,0.6411088,0.4125863
7306,2002,Romeral,382,7306,7306,0.61628725,0.17358947
7306,2017,Romeral,382,7306,7306,0.3664622329530702,0.11690577
7307,1982,Sagrada Familia,384,7307,7307,0.6126791,0.5788717
7307,1992,Sagrada Familia,384,7307,7307,0.64154166,0.45519581
7307,2002,Sagrada Familia,384,7307,7307,0.60927998,0.2082591
7307,2017,Sagrada Familia,384,7307,7307,0.357150044553555,0.1567053
7308,1982,Teno,381,7308,7308,0.6066164,0.5800183
7308,1992,Teno,381,7308,7308,0.63595648,0.3385321
7308,2002,Teno,381,7308,7308,0.6136454,0.22012745
7308,2017,Teno,381,7308,7308,0.3494039837662821,0.09153017
7309,1982,Vichuquén,387,7309,7309,0.6058019,0.5563397
7309,1992,Vichuquén,387,7309,7309,0.64502454,0.36655899
7309,2002,Vichuquén,387,7309,7309,0.60418529,0.24839436
7309,2017,Vichuquén,387,7309,7309,0.3743759627812522,0.17128331
7401,1982,Linares,400,7401,7401,0.628889,0.5315347
7401,1992,Linares,400,7401,7401,0.64830617,0.38140875
7401,2002,Linares,400,7401,7401,0.63469799,0.22126264
7401,2017,Linares,400,7401,7401,0.3765397933662548,0.11340097
7402,1982,Colbún,402,7402,7402,0.6087988,0.5490261
7402,1992,Colbún,402,7402,7402,0.6310263,0.42527312
7402,2002,Colbún,402,7402,7402,0.6051589,0.2717331
7402,2017,Colbún,402,7402,7402,0.3648680856806298,0.25091513
7403,1982,Longaví,403,7403,7403,0.6014039,0.5688761
7403,1992,Longaví,403,7403,7403,0.62894231,0.42722063
7403,2002,Longaví,403,7403,7403,0.5991842,0.23223928
7403,2017,Longaví,403,7403,7403,0.3463937383618108,0.2385037
7404,1982,Parral,404,7404,7404,0.6312977,0.5739726
7404,1992,Parral,404,7404,7404,0.65913347,0.4233063
7404,2002,Parral,404,7404,7404,0.63746331,0.23919202
7404,2017,Parral,404,7404,7404,0.3709931472562285,0.16911426
7405,1982,Retiro,405,7405,7405,0.5938981,0.5330591
7405,1992,Retiro,405,7405,7405,0.63635776,0.42749651
7405,2002,Retiro,405,7405,7405,0.59748542,0.24240877
7405,2017,Retiro,405,7405,7405,0.3519824529138192,0.22514205
7406,1982,San Javier,407,7406,7406,0.6240855,0.5319822
7406,1992,San Javier,407,7406,7406,0.64885535,0.42908971
7406,2002,San Javier,407,7406,7406,0.63026009,0.23524118
7406,2017,San Javier,407,7406,7406,0.3677119390908585,0.20021908
7407,1982,Villa Alegre,406,7407,7407,0.6042786,0.5306702
7407,1992,Villa Alegre,406,7407,7407,0.65623087,0.44541548
7407,2002,Villa Alegre,406,7407,7407,0.61552537,0.22672034
7407,2017,Villa Alegre,406,7407,7407,0.3588244606703155,0.19620953
7408,1982,Yerbas Buenas,401,7408,7408,0.5999138,0.5324058
7408,1992,Yerbas Buenas,401,7408,7408,0.63538913,0.41835701
7408,2002,Yerbas Buenas,401,7408,7408,0.59992316,0.23469801
7408,2017,Yerbas Buenas,401,7408,7408,0.3461942951107377,0.22078633
8101,1982,Concepción,455,8101,8101,0.6262135,0.5847118
8101,1992,Concepción,455,8101,8101,0.67368302,0.32588628
8101,2002,Concepción,455,8101,8101,0.64495791,0.1523671
8101,2017,Concepción,455,8101,8101,0.414359748795343,0.076952
8102,1982,Coronel,463,8102,8102,0.5447234,0.6718632
8102,1992,Coronel,463,8102,8102,0.61304308,0.46839351
8102,2002,Coronel,463,8102,8102,0.60177256,0.21962297
8102,2017,Coronel,463,8102,8102,0.3773060378946096,0.11355252
8103,1982,Chiguayante,474,8103,8103,0.6262135,0.5847118
8103,1992,Chiguayante,474,8103,8103,0.64961251,0.37013495
8103,2002,Chiguayante,474,8103,8103,0.63767153,0.17575794
8103,2017,Chiguayante,474,8103,8103,0.3969327793336524,0.08714971
8104,1982,Florida,459,8104,8104,0.6015832,0.6054584
8104,1992,Florida,459,8104,8104,0.6235661,0.39243741
8104,2002,Florida,459,8104,8104,0.59941586,0.25977083
8104,2017,Florida,459,8104,8104,0.3918516609086349,0.15872625
8105,1982,Hualqui,460,8105,8105,0.5825137,0.6696121
8105,1992,Hualqui,460,8105,8105,0.64253746,0.48381145
8105,2002,Hualqui,460,8105,8105,0.60699553,0.27144919
8105,2017,Hualqui,460,8105,8105,0.3815026052029295,0.12908332
8106,1982,Lota,462,8106,8106,0.5013266,0.6769657
8106,1992,Lota,462,8106,8106,0.61320041,0.48950875
8106,2002,Lota,462,8106,8106,0.59608963,0.25571876
8106,2017,Lota,462,8106,8106,0.3690083753436937,0.18130009
8107,1982,Penco,457,8107,8107,0.5739886,0.7124247
8107,1992,Penco,457,8107,8107,0.63096133,0.47081562
8107,2002,Penco,457,8107,8107,0.60924964,0.22349382
8107,2017,Penco,457,8107,8107,0.3770505067655204,0.08586593
8108,1982,San Pedro de la Paz,464,8108,8108,0.6262135,0.5847118
8108,1992,San Pedro de la Paz,464,8108,8108,0.6571417,0.3556906
8108,2002,San Pedro de la Paz,464,8108,8108,0.65675024,0.18977044
8108,2017,San Pedro de la Paz,464,8108,8108,0.4167480998693628,0.12170364
8109,1982,Santa Juana,461,8109,8109,0.5852205,0.614396
8109,1992,Santa Juana,461,8109,8109,0.62622694,0.37951184
8109,2002,Santa Juana,461,8109,8109,0.6013397,0.28815967
8109,2017,Santa Juana,461,8109,8109,0.3896640291273006,0.15478639
8110,1982,Talcahuano,456,8110,8110,0.5859166,0.6334096
8110,1992,Talcahuano,456,8110,8110,0.62342336,0.36169126
8110,2002,Talcahuano,456,8110,8110,0.60932197,0.18942413
8110,2017,Talcahuano,456,8110,8110,0.3884146277815681,0.07914328
8111,1982,Tomé,458,8111,8111,0.5904093,0.6988059
8111,1992,Tomé,458,8111,8111,0.63730635,0.50184151
8111,2002,Tomé,458,8111,8111,0.61271085,0.22813026
8111,2017,Tomé,458,8111,8111,0.3815377828749196,0.07272963
8112,1982,Hualpén,456,8112,8112,0.5859166,0.6334096
8112,1992,Hualpén,456,8112,8112,0.61406695,0.3444406
8112,2002,Hualpén,456,8112,8112,0.61260674,0.15849292
8112,2017,Hualpén,456,8112,8112,0.3821320990919024,0.10529945
8201,1982,Lebu,465,8201,8201,0.6066975,0.67627
8201,1992,Lebu,465,8201,8201,0.62843579,0.41292258
8201,2002,Lebu,465,8201,8201,0.62353533,0.30308443
8201,2017,Lebu,465,8201,8201,0.3879998998962247,0.132473
8202,1982,Arauco,466,8202,8202,0.6081347,0.6472077
8202,1992,Arauco,466,8202,8202,0.63183439,0.35069548
8202,2002,Arauco,466,8202,8202,0.62668351,0.20195249
8202,2017,Arauco,466,8202,8202,0.3899471405341627,0.15933187
8203,1982,Cañete,469,8203,8203,0.6224135,0.6568929
8203,1992,Cañete,469,8203,8203,0.63833902,0.3787261
8203,2002,Cañete,469,8203,8203,0.65139206,0.32160927
8203,2017,Cañete,469,8203,8203,0.4089623903320208,0.15803516
8204,1982,Contulmo,470,8204,8204,0.6164272,0.6319158
8204,1992,Contulmo,470,8204,8204,0.63277945,0.38265424
8204,2002,Contulmo,470,8204,8204,0.62537414,0.25707799
8204,2017,Contulmo,470,8204,8204,0.4010717829128545,0.24216284
8205,1982,Curanilahue,467,8205,8205,0.5922979,0.7192186
8205,1992,Curanilahue,467,8205,8205,0.61679112,0.46273635
8205,2002,Curanilahue,467,8205,8205,0.61145462,0.25301133
8205,2017,Curanilahue,467,8205,8205,0.3763094306251713,0.12304258
8206,1982,Los Álamos,468,8206,8206,0.6064153,0.7471528
8206,1992,Los Álamos,468,8206,8206,0.6165243,0.51871809
8206,2002,Los Álamos,468,8206,8206,0.61360116,0.32025549
8206,2017,Los Álamos,468,8206,8206,0.3775381501930239,0.16085991
8207,1982,Tirúa,471,8207,8207,0.5865876,0.6298582
8207,1992,Tirúa,471,8207,8207,0.61408456,0.32983386
8207,2002,Tirúa,471,8207,8207,0.62451125,0.37986982
8207,2017,Tirúa,471,8207,8207,0.4118037054075432,0.26080515
8301,1982,Los Ángeles,440,8301,8301,0.6394335,0.6067915
8301,1992,Los Ángeles,440,8301,8301,0.66139518,0.37441525
8301,2002,Los Ángeles,440,8301,8301,0.64369436,0.19907182
8301,2017,Los Ángeles,440,8301,8301,0.4051980896781989,0.17415379
8302,1982,Antuco,443,8302,8302,0.6287438,0.6033165
8302,1992,Antuco,443,8302,8302,0.63246837,0.41694158
8302,2002,Antuco,443,8302,8302,0.60705193,0.25858813
8302,2017,Antuco,443,8302,8302,0.4075313963664779,0.28763007
8303,1982,Cabrero,441,8303,8303,0.6089165,0.6725841
8303,1992,Cabrero,441,8303,8303,0.62937676,0.43198918
8303,2002,Cabrero,441,8303,8303,0.61274697,0.26281219
8303,2017,Cabrero,441,8303,8303,0.3890751127602952,0.11202894
8304,1982,Laja,450,8304,8304,0.5938347,0.6316339
8304,1992,Laja,450,8304,8304,0.63455143,0.41955905
8304,2002,Laja,450,8304,8304,0.63180246,0.23452284
8304,2017,Laja,450,8304,8304,0.4062514764391324,0.19354642
8305,1982,Mulchén,447,8305,8305,0.5985879,0.6686004
8305,1992,Mulchén,447,8305,8305,0.6512058,0.474612
8305,2002,Mulchén,447,8305,8305,0.6259016,0.29677178
8305,2017,Mulchén,447,8305,8305,0.3898249624794012,0.14801229
8306,1982,Nacimiento,449,8306,8306,0.6053188,0.6339764
8306,1992,Nacimiento,449,8306,8306,0.63712422,0.41864509
8306,2002,Nacimiento,449,8306,8306,0.61932313,0.25134718
8306,2017,Nacimiento,449,8306,8306,0.3915102157305516,0.17353189
8307,1982,Negrete,448,8307,8307,0.5938321,0.6452082
8307,1992,Negrete,448,8307,8307,0.64592819,0.46026797
8307,2002,Negrete,448,8307,8307,0.61150157,0.3072192
8307,2017,Negrete,448,8307,8307,0.3956358001242234,0.17865508
8308,1982,Quilaco,446,8308,8308,0.5971831,0.6046342
8308,1992,Quilaco,446,8308,8308,0.62568115,0.44280092
8308,2002,Quilaco,446,8308,8308,0.60507303,0.30505184
8308,2017,Quilaco,446,8308,8308,0.3889071523819986,0.21121315
8309,1982,Quilleco,444,8309,8309,0.6047382,0.659064
8309,1992,Quilleco,444,8309,8309,0.6134421,0.44011461
8309,2002,Quilleco,444,8309,8309,0.59304902,0.31046506
8309,2017,Quilleco,444,8309,8309,0.3836618236775539,0.16048127
8310,1982,San Rosendo,451,8310,8310,0.5414367,0.6537077
8310,1992,San Rosendo,451,8310,8310,0.63133777,0.47412396
8310,2002,San Rosendo,451,8310,8310,0.6046095,0.29078475
8310,2017,San Rosendo,451,8310,8310,0.3955238271483723,0.20803186
8311,1982,Santa Bárbara,445,8311,8311,0.5961221,0.5640537
8311,1992,Santa Bárbara,445,8311,8311,0.64429294,0.47564935
8311,2002,Santa Bárbara,445,8311,8311,0.62569391,0.2329716
8311,2017,Santa Bárbara,445,8311,8311,0.402737126102533,0.16387206
8312,1982,Tucapel,442,8312,8312,0.6024548,0.6549523
8312,1992,Tucapel,442,8312,8312,0.62291234,0.48213834
8312,2002,Tucapel,442,8312,8312,0.61460014,0.27888388
8312,2017,Tucapel,442,8312,8312,0.3922740417387856,0.1576684
8313,1982,Yumbel,452,8313,8313,0.5772638,0.626142
8313,1992,Yumbel,452,8313,8313,0.64562012,0.45384909
8313,2002,Yumbel,452,8313,8313,0.61307991,0.25333827
8313,2017,Yumbel,452,8313,8313,0.3941576730742905,0.21028359
8314,1982,Alto Biobío,445,8314,8314,0.5961221,0.5640537
8314,1992,Alto Biobío,445,8314,8314,0.63280491,0.35375978
8314,2002,Alto Biobío,445,8314,8314,0.62641672,0.4100363
8314,2017,Alto Biobío,445,8314,8314,0.4679610331016386,0.39734079
9101,1982,Temuco,490,9101,9101,0.6284065,0.6318909
9101,1992,Temuco,490,9101,9101,0.65122042,0.34688943
9101,2002,Temuco,490,9101,9101,0.64467694,0.19411743
9101,2017,Temuco,490,9101,9101,0.3986664293319468,0.10371617
9102,1982,Carahue,506,9102,9102,0.5911412,0.6685249
9102,1992,Carahue,506,9102,9102,0.62406399,0.36434119
9102,2002,Carahue,506,9102,9102,0.61736774,0.30706372
9102,2017,Carahue,506,9102,9102,0.379971956015393,0.24396579
9103,1982,Cunco,494,9103,9103,0.6115891,0.6581967
9103,1992,Cunco,494,9103,9103,0.62976905,0.35981444
9103,2002,Cunco,494,9103,9103,0.60740429,0.2800507
9103,2017,Cunco,494,9103,9103,0.3918952626694924,0.19653942
9104,1982,Curarrehue,496,9104,9104,0.6058568,0.6698566
9104,1992,Curarrehue,496,9104,9104,0.63288308,0.41371794
9104,2002,Curarrehue,496,9104,9104,0.61746432,0.29049372
9104,2017,Curarrehue,496,9104,9104,0.4178479273153812,0.22847045
9105,1982,Freire,499,9105,9105,0.5962928,0.6307734
9105,1992,Freire,499,9105,9105,0.62286354,0.31067997
9105,2002,Freire,499,9105,9105,0.6045881,0.25467368
9105,2017,Freire,499,9105,9105,0.3929110922981945,0.24020264
9106,1982,Galvarino,508,9106,9106,0.6189491,0.6987181
9106,1992,Galvarino,508,9106,9106,0.62962068,0.35950424
9106,2002,Galvarino,508,9106,9106,0.6222785,0.28529693
9106,2017,Galvarino,508,9106,9106,0.3915089573003105,0.37286297
9107,1982,Gorbea,501,9107,9107,0.6126642,0.6345044
9107,1992,Gorbea,501,9107,9107,0.64192747,0.35173068
9107,2002,Gorbea,501,9107,9107,0.6169147,0.2478722
9107,2017,Gorbea,501,9107,9107,0.3951276938587664,0.11297005
9108,1982,Lautaro,491,9108,9108,0.6285298,0.6762165
9108,1992,Lautaro,491,9108,9108,0.63447452,0.37535025
9108,2002,Lautaro,491,9108,9108,0.63512673,0.28924922
9108,2017,Lautaro,491,9108,9108,0.3859827509078474,0.16795547
9109,1982,Loncoche,502,9109,9109,0.6096793,0.6525214
9109,1992,Loncoche,502,9109,9109,0.62614748,0.37640671
9109,2002,Loncoche,502,9109,9109,0.61144409,0.27345704
9109,2017,Loncoche,502,9109,9109,0.3839532998293374,0.30205946
9110,1982,Melipeuco,495,9110,9110,0.6037419,0.6799274
9110,1992,Melipeuco,495,9110,9110,0.61337917,0.39292881
9110,2002,Melipeuco,495,9110,9110,0.61572729,0.32140706
9110,2017,Melipeuco,495,9110,9110,0.390441771256205,0.25711641
9111,1982,Nueva Imperial,507,9111,9111,0.600685,0.666737
9111,1992,Nueva Imperial,507,9111,9111,0.62312849,0.34677905
9111,2002,Nueva Imperial,507,9111,9111,0.61642293,0.25234247
9111,2017,Nueva Imperial,507,9111,9111,0.3789160057364782,0.19880688
9112,1982,Padre Las Casas,509,9112,9112,0.6284065,0.6318909
9112,1992,Padre Las Casas,509,9112,9112,0.60399847,0.36341201
9112,2002,Padre Las Casas,509,9112,9112,0.60773832,0.23736518
9112,2017,Padre Las Casas,509,9112,9112,0.388737836290824,0.196222
9113,1982,Perquenco,492,9113,9113,0.6135017,0.6468409
9113,1992,Perquenco,492,9113,9113,0.64088347,0.3633222
9113,2002,Perquenco,492,9113,9113,0.61359745,0.27638633
9113,2017,Perquenco,492,9113,9113,0.3873746337820206,0.219331
9114,1982,Pitrufquén,500,9114,9114,0.6249816,0.6284433
9114,1992,Pitrufquén,500,9114,9114,0.63921286,0.33400218
9114,2002,Pitrufquén,500,9114,9114,0.61599276,0.22086763
9114,2017,Pitrufquén,500,9114,9114,0.3854690981858977,0.10642299
9115,1982,Pucón,497,9115,9115,0.6360086,0.6768591
9115,1992,Pucón,497,9115,9115,0.64561791,0.39486245
9115,2002,Pucón,497,9115,9115,0.64398405,0.19871215
9115,2017,Pucón,497,9115,9115,0.4352556665994282,0.08912129
9116,1982,Saavedra,505,9116,9116,0.567691,0.6492574
9116,1992,Saavedra,505,9116,9116,0.60765003,0.33135161
9116,2002,Saavedra,505,9116,9116,0.60970296,0.30545736
9116,2017,Saavedra,505,9116,9116,0.3970382036988403,0.35380893
9117,1982,Teodoro Schmidt,504,9117,9117,0.5979362,0.6437352
9117,1992,Teodoro Schmidt,504,9117,9117,0.61949143,0.33400021
9117,2002,Teodoro Schmidt,504,9117,9117,0.60005171,0.24092332
9117,2017,Teodoro Schmidt,504,9117,9117,0.3770216005837896,0.27462362
9118,1982,Toltén,503,9118,9118,0.6015263,0.6159278
9118,1992,Toltén,503,9118,9118,0.62412045,0.39683658
9118,2002,Toltén,503,9118,9118,0.61278942,0.25415708
9118,2017,Toltén,503,9118,9118,0.3900518450529401,0.35105058
9119,1982,Vilcún,493,9119,9119,0.6061952,0.6673538
9119,1992,Vilcún,493,9119,9119,0.62868549,0.36897192
9119,2002,Vilcún,493,9119,9119,0.62334748,0.24251459
9119,2017,Vilcún,493,9119,9119,0.3873560258735235,0.31972391
9120,1982,Villarrica,498,9120,9120,0.6212488,0.6443077
9120,1992,Villarrica,498,9120,9120,0.63243138,0.38414622
9120,2002,Villarrica,498,9120,9120,0.62880329,0.21302655
9120,2017,Villarrica,498,9120,9120,0.4203359448158333,0.12514797
9121,1982,Cholchol,507,9121,9121,0.600685,0.666737
9121,1992,Cholchol,507,9121,9121,0.60763442,0.32347359
9121,2002,Cholchol,507,9121,9121,0.59588286,0.24214395
9121,2017,Cholchol,507,9121,9121,0.3875201752438834,0.41604544
9201,1982,Angol,475,9201,9201,0.6277181,0.6393112
9201,1992,Angol,475,9201,9201,0.64653265,0.47285075
9201,2002,Angol,475,9201,9201,0.63757725,0.23645621
9201,2017,Angol,475,9201,9201,0.3741468568012617,0.15559463
9202,1982,Collipulli,477,9202,9202,0.6376709,0.6780891
9202,1992,Collipulli,477,9202,9202,0.64178388,0.43706249
9202,2002,Collipulli,477,9202,9202,0.62416453,0.29366128
9202,2017,Collipulli,477,9202,9202,0.3825997583038197,0.24027875
9203,1982,Curacautín,479,9203,9203,0.6117837,0.6427802
9203,1992,Curacautín,479,9203,9203,0.64649658,0.43765361
9203,2002,Curacautín,479,9203,9203,0.6361723,0.26675892
9203,2017,Curacautín,479,9203,9203,0.4037581732084819,0.14214784
9204,1982,Ercilla,480,9204,9204,0.6090138,0.6654437
9204,1992,Ercilla,480,9204,9204,0.63136627,0.39028901
9204,2002,Ercilla,480,9204,9204,0.61501179,0.28462261
9204,2017,Ercilla,480,9204,9204,0.3843052957992923,0.26687255
9205,1982,Lonquimay,478,9205,9205,0.6087836,0.5925704
9205,1992,Lonquimay,478,9205,9205,0.63375341,0.38992235
9205,2002,Lonquimay,478,9205,9205,0.61745278,0.23500259
9205,2017,Lonquimay,478,9205,9205,0.4111557340834646,0.33480922
9206,1982,Los Sauces,485,9206,9206,0.6285886,0.6410614
9206,1992,Los Sauces,485,9206,9206,0.64021139,0.42539411
9206,2002,Los Sauces,485,9206,9206,0.61550264,0.29239079
9206,2017,Los Sauces,485,9206,9206,0.3729333760547875,0.24080369
9207,1982,Lumaco,483,9207,9207,0.6123309,0.6294342
9207,1992,Lumaco,483,9207,9207,0.63303935,0.40543118
9207,2002,Lumaco,483,9207,9207,0.62120938,0.2933225
9207,2017,Lumaco,483,9207,9207,0.3915033532771468,0.33320903
9208,1982,Purén,484,9208,9208,0.61439,0.6656947
9208,1992,Purén,484,9208,9208,0.64194366,0.43613939
9208,2002,Purén,484,9208,9208,0.62592667,0.29887011
9208,2017,Purén,484,9208,9208,0.3816624712826394,0.1770292
9209,1982,Renaico,476,9209,9209,0.6089266,0.6554945
9209,1992,Renaico,476,9209,9209,0.63193973,0.46690999
9209,2002,Renaico,476,9209,9209,0.61698822,0.29550754
9209,2017,Renaico,476,9209,9209,0.3688303597887041,0.18578177
9210,1982,Traiguén,482,9210,9210,0.6432919,0.6175662
9210,1992,Traiguén,482,9210,9210,0.65375814,0.42040538
9210,2002,Traiguén,482,9210,9210,0.64271996,0.24440856
9210,2017,Traiguén,482,9210,9210,0.3831078634726239,0.21272821
9211,1982,Victoria,481,9211,9211,0.6417289,0.6154206
9211,1992,Victoria,481,9211,9211,0.6485881,0.37146318
9211,2002,Victoria,481,9211,9211,0.63906731,0.25123166
9211,2017,Victoria,481,9211,9211,0.3869054167662178,0.22497901
10101,1982,Puerto Montt,535,10101,10101,0.6162935,0.6006881
10101,1992,Puerto Montt,535,10101,10101,0.64767425,0.3220735
10101,2002,Puerto Montt,535,10101,10101,0.63650088,0.16439647
10101,2017,Puerto Montt,535,10101,10101,0.4130997041619456,0.11422159
10102,1982,Calbuco,538,10102,10102,0.6045553,0.6234882
10102,1992,Calbuco,538,10102,10102,0.60351467,0.33656152
10102,2002,Calbuco,538,10102,10102,0.61085382,0.16756983
10102,2017,Calbuco,538,10102,10102,0.399548029998334,0.13465872
10103,1982,Cochamó,537,10103,10103,0.6035402,0.5333388
10103,1992,Cochamó,537,10103,10103,0.6156324,0.32306553
10103,2002,Cochamó,537,10103,10103,0.60504479,0.12061855
10103,2017,Cochamó,537,10103,10103,0.4099772943816268,0.13594979
10104,1982,Fresia,541,10104,10104,0.6290072,0.5949937
10104,1992,Fresia,541,10104,10104,0.63977922,0.38988053
10104,2002,Fresia,541,10104,10104,0.62862712,0.21704175
10104,2017,Fresia,541,10104,10104,0.3991146108475688,0.18037101
10105,1982,Frutillar,543,10105,10105,0.6479631,0.5347391
10105,1992,Frutillar,543,10105,10105,0.6653157,0.38961776
10105,2002,Frutillar,543,10105,10105,0.64082274,0.19956719
10105,2017,Frutillar,543,10105,10105,0.4081563355966484,0.10357
10106,1982,Los Muermos,540,10106,10106,0.6160201,0.5409487
10106,1992,Los Muermos,540,10106,10106,0.63034364,0.3555831
10106,2002,Los Muermos,540,10106,10106,0.62061763,0.1993191
10106,2017,Los Muermos,540,10106,10106,0.3952009099671593,0.10406882
10107,1982,Llanquihue,542,10107,10107,0.6278018,0.5932018
10107,1992,Llanquihue,542,10107,10107,0.65166263,0.42164642
10107,2002,Llanquihue,542,10107,10107,0.63560006,0.20211014
10107,2017,Llanquihue,542,10107,10107,0.4084169589999503,0.13691201
10108,1982,Maullín,539,10108,10108,0.6083168,0.5830729
10108,1992,Maullín,539,10108,10108,0.61603539,0.37650208
10108,2002,Maullín,539,10108,10108,0.60946153,0.16743837
10108,2017,Maullín,539,10108,10108,0.3829611212723433,0.16350048
10109,1982,Puerto Varas,536,10109,10109,0.6214444,0.559708
10109,1992,Puerto Varas,536,10109,10109,0.6692838,0.35434686
10109,2002,Puerto Varas,536,10109,10109,0.65953956,0.14754361
10109,2017,Puerto Varas,536,10109,10109,0.4232623969275273,0.05874276
10201,1982,Castro,545,10201,10201,0.6268641,0.6057141
10201,1992,Castro,545,10201,10201,0.63249378,0.30814772
10201,2002,Castro,545,10201,10201,0.63234024,0.13814907
10201,2017,Castro,545,10201,10201,0.4070405405310453,0.10125657
10202,1982,Ancud,546,10202,10202,0.6301758,0.6276507
10202,1992,Ancud,546,10202,10202,0.6310814,0.3585088
10202,2002,Ancud,546,10202,10202,0.62623712,0.16424906
10202,2017,Ancud,546,10202,10202,0.4038924894935116,0.14518747
10203,1982,Chonchi,552,10203,10203,0.5944094,0.6159874
10203,1992,Chonchi,552,10203,10203,0.60313394,0.33451564
10203,2002,Chonchi,552,10203,10203,0.61572192,0.16326117
10203,2017,Chonchi,552,10203,10203,0.4019055025604083,0.12779166
10204,1982,Curaco de Vélez,549,10204,10204,0.5989419,0.5576237
10204,1992,Curaco de Vélez,549,10204,10204,0.59745281,0.27374745
10204,2002,Curaco de Vélez,549,10204,10204,0.60317498,0.18112436
10204,2017,Curaco de Vélez,549,10204,10204,0.3904078794628444,0.13809998
10205,1982,Dalcahue,548,10205,10205,0.5989525,0.5882585
10205,1992,Dalcahue,548,10205,10205,0.59248739,0.31379421
10205,2002,Dalcahue,548,10205,10205,0.61446066,0.18738165
10205,2017,Dalcahue,548,10205,10205,0.3957691559185152,0.11601071
10206,1982,Puqueldón,551,10206,10206,0.5924902,0.5950934
10206,1992,Puqueldón,551,10206,10206,0.58503619,0.25457071
10206,2002,Puqueldón,551,10206,10206,0.59110512,0.17513357
10206,2017,Puqueldón,551,10206,10206,0.3718276441396734,0.13815176
10207,1982,Queilén,553,10207,10207,0.5912386,0.6597708
10207,1992,Queilén,553,10207,10207,0.60376903,0.36876556
10207,2002,Queilén,553,10207,10207,0.6146442,0.23112108
10207,2017,Queilén,553,10207,10207,0.3933910281305648,0.1980326
10208,1982,Quellón,554,10208,10208,0.5997685,0.6434835
10208,1992,Quellón,554,10208,10208,0.612486,0.40022982
10208,2002,Quellón,554,10208,10208,0.62307415,0.16517955
10208,2017,Quellón,554,10208,10208,0.4052357320804934,0.13116244
10209,1982,Quemchi,547,10209,10209,0.5963935,0.6348002
10209,1992,Quemchi,547,10209,10209,0.5997311,0.30212878
10209,2002,Quemchi,547,10209,10209,0.60527557,0.19374479
10209,2017,Quemchi,547,10209,10209,0.4164356461500372,0.20322162
10210,1982,Quinchao,550,10210,10210,0.6175964,0.6264597
10210,1992,Quinchao,550,10210,10210,0.61015825,0.32060052
10210,2002,Quinchao,550,10210,10210,0.6557219,0.21974356
10210,2017,Quinchao,550,10210,10210,0.4178060764739567,0.2695973
10301,1982,Osorno,525,10301,10301,0.6222439,0.6312779
10301,1992,Osorno,525,10301,10301,0.65877573,0.36031324
10301,2002,Osorno,525,10301,10301,0.64401394,0.19914023
10301,2017,Osorno,525,10301,10301,0.4165568791360268,0.08518271
10302,1982,Puerto Octay,528,10302,10302,0.6236581,0.586287
10302,1992,Puerto Octay,528,10302,10302,0.65184723,0.31239175
10302,2002,Puerto Octay,528,10302,10302,0.63959852,0.21078894
10302,2017,Puerto Octay,528,10302,10302,0.4062416002047254,0.13996886
10303,1982,Purranque,529,10303,10303,0.6311141,0.6170787
10303,1992,Purranque,529,10303,10303,0.64889454,0.42094449
10303,2002,Purranque,529,10303,10303,0.62893656,0.22640525
10303,2017,Purranque,529,10303,10303,0.4013520292056117,0.1123131
10304,1982,Puyehue,527,10304,10304,0.6250479,0.612378
10304,1992,Puyehue,527,10304,10304,0.62564697,0.38425722
10304,2002,Puyehue,527,10304,10304,0.61125887,0.2095424
10304,2017,Puyehue,527,10304,10304,0.3911705601978948,0.12191193
10305,1982,Río Negro,530,10305,10305,0.6087875,0.5946143
